 X_force  Z_force    lambda  Y_force    time(sec)
  0.4861   0.0924  35.06425   3.7327  26334.49805
  1.0463   0.1388  34.87510   3.4802  26334.50195
  0.5646  -0.0439  34.98685   3.4449  26334.50195
  0.9258   0.0373  35.33755   3.5459  26334.50391
  1.4493   0.1997  35.04930   3.5307  26334.50391
  0.5891   0.1553  34.66550   3.5240  26334.50586
  0.0097   0.0509  35.01380   3.5375  26334.50586
  0.3727   0.1359  34.78540   3.6385  26334.50977
  0.1563   0.0315  34.67075   3.5577  26334.50977
 -0.0601  -0.0071  34.78385   3.6115  26334.50977
 -0.6953  -0.0303  34.65740   3.5307  26334.50977
  0.2191   0.1243  34.54935   3.5442  26334.51367
  0.2610   0.0431  34.80445   3.4802  26334.51367
 -0.2259  -0.0410  34.62835   3.5863  26334.51562
  0.0097   0.0953  34.97825   3.5459  26334.51562
  0.6798   0.1321  34.66755   3.4769  26334.51758
  0.2505  -0.2440  34.62695   3.6166  26334.51953
  0.0725  -0.2498  35.34275   3.5509  26334.52148
  0.1144  -0.1483  34.73420   3.4095  26334.52148
  0.3709  -0.0671  34.89905   3.3338  26334.52344
  0.2924   0.0141  34.79670   3.4701  26334.52344
  0.2052   0.0973  34.53210   3.4769  26334.52539
  0.1842  -0.0033  34.54655   3.4163  26334.52539
  1.1754  -0.1425  34.79960   3.6654  26334.52539
  0.9101  -0.3049  34.41075   3.3691  26334.52734
  0.3517  -0.3590  34.91545   3.3557  26334.52930
 -0.3393  -0.3861  34.78700   3.4028  26334.52930
  0.3238  -0.1115  34.78820   3.4432  26334.53125
  0.8997   0.0112  35.14085   3.4297  26334.53125
  0.6065  -0.0497  35.24525   3.4752  26334.53320
 -0.0165  -0.1106  34.70565   3.5560  26334.53320
 -0.0322  -0.2005  35.16795   3.4853  26334.53516
 -1.0373  -0.3919  34.88320   3.4550  26334.53516
  0.3517  -0.0613  34.90710   3.4971  26334.53711
  0.4181   0.1127  34.79400   3.4701  26334.53711
  0.2331  -0.0303  34.90580   3.4095  26334.53906
  0.0830   0.0663  34.90605   3.4600  26334.53906
  0.8264   0.1649  34.89055   3.4550  26334.54102
  0.5123   0.2055  35.05125   3.6923  26334.54102
  0.5193   0.2365  34.79310   3.6250  26334.54102
  0.2540   0.1398  34.57100   3.5913  26334.54102
  0.1720   0.1736  34.96725   3.5711  26334.54492
 -0.0531   0.0779  35.15820   3.7933  26334.54492
  0.4547   0.2171  34.98440   3.7125  26334.54688
 -0.1264   0.1011  34.64040   3.2277  26334.54688
 -0.4719   0.1591  34.44445   3.2883  26334.54883
 -0.0740   0.1282  35.02935   3.0257  26334.54883
 -0.2904   0.2983  34.79825   3.2075  26334.55273
 -0.2416   0.3486  35.02310   3.0392  26334.55273
